offer_id;code;name;full_name;brand;category_name;description_category_id;type_id;local_category_1;local_category_2;metrazh_flag;description;price;old_price;stock;currency_code;vat;tnved;weight;height;width;depth;dimension_unit;weight_unit;primary_image;image_local_path;image_sha256;image_visual_hash;external_url;group_name
971;10238044;"Кранец ""Афродита""";"Кранец ""Афродита""";Majoni;Спорт и отдых / Лодки и лодочные моторы;17029003;970827605;Стоянка и швартовка;Кранцы и буи;не метражный;"Надувной кранец в виде женской фигуры.
Цвет:
белый.
Размеры:
840х250х220 мм.
Производитель:
«Majoni», Голландия.

Характеристики:
НАЗНАЧЕНИЕ: Кранец
ПРОИЗВОДИТЕЛЬ: Majoni
ЦВЕТ: Белый";12649;9360;1;RUB;0;7326909807;2;200;250;400;mm;kg;images/971/001.jpg;C:\Users\User\Desktop\общая прога для парсинга\ozon_demo_git_ready\images\971\001.jpg;5b237ef7e5f42104ab1f7962ff1967a94fb3bae66db5ed38e3dc5e353e3d293e;ef83cfcfcf8f8393;https://moreman.ru/product/kranets_afrodita-sku-109996/;MAJONI
311/711;10005513;Кранец «Korf 1» 9х30 см., белый.;Кранец «Korf 1» 9х30 см., белый.;Majoni;Спорт и отдых / Лодки и лодочные моторы;17029003;970827605;Стоянка и швартовка;Кранцы и буи;не метражный;"Кранец ""Korf 1"" 9х30 см., белый с двумя рымами.
Защитите свой катер или яхту с помощью надувных кранцев ""Korf"" от голландского производителя ""Majoni"". Этот высококачественные кранцы, идеально подходят для предотвращения повреждений при швартовке и обеспечат надежную защиту вашего судна.
Основные характеристики:
- Размеры: диаметр 9 см, высота 30 см — оптимальный размер для использования в различных условиях.
- Материал: пластиковый надувной корпус обеспечивает прочность и долговечность, что позволяет использовать кранец на море, реке или в порту.
- Рым: два надежных рымa для удобного крепления и легкой установки.
- Цвет: яркий белый цвет, который отлично виден издалека.
В линейке ""Korf"" представлены различные размеры и цвета, включая диаметры: 9 см, 12 см, 15 см, 19 см и 22 см, а также высоты: 30 см, 42 см, 60 см, 68 см и 72 см, что позволяет выбрать идеальный вариант под ваши нужды. Доступные цвета: белый, синий, красный, зеленый, черный и желтый.
Не упустите возможность добавить надежность и стиль к вашему судну с кранцем ""Korf"" от ""Majoni""!
Диаметр:
9 см.
Высота:
30 см.
Цвет:
белый.
Производитель:
«Majoni», Голландия.

Характеристики:
НАЗНАЧЕНИЕ: Кранец
ПРОИЗВОДИТЕЛЬ: Majoni
ВЫСОТА (ДЛИНА), СМ: 30
ДИАМЕТР/СМ: 9
ЦВЕТ: Белый";1734;1283;14;RUB;0;7326909807;2;30;9;9;mm;kg;images/311_711/001.jpg;C:\Users\User\Desktop\общая прога для парсинга\ozon_demo_git_ready\images\311_711\001.jpg;41b9e2afdb595283563846968205ab7445aa31753d24dd44216a83435a62a917;ff270727072727f7;https://moreman.ru/product/kranets_korf_1_9kh30_sm_belyy-sku-119295/;MAJONI
312/712;10005514;Кранец «Korf 1» 9х30 см., синий.;Кранец «Korf 1» 9х30 см., синий.;Majoni;Спорт и отдых / Лодки и лодочные моторы;17029003;970827605;Стоянка и швартовка;Кранцы и буи;не метражный;"Кранец ""Korf 1"" 9х30 см., синий с двумя рымами.
Защитите свой катер или яхту с помощью надувных кранцев ""Korf"" от голландского производителя ""Majoni"". Этот высококачественные кранцы, идеально подходят для предотвращения повреждений при швартовке и обеспечат надежную защиту вашего судна.
Основные характеристики:
- Размеры: диаметр 9 см, высота 30 см — оптимальный размер для использования в различных условиях.
- Материал: пластиковый надувной корпус обеспечивает прочность и долговечность, что позволяет использовать кранец на море, реке или в порту.
- Рым: два надежных рымa для удобного крепления и легкой установки.
- Цвет: яркий синий цвет, который отлично виден издалека.
В линейке ""Korf"" представлены различные размеры и цвета, включая диаметры: 9 см, 12 см, 15 см, 19 см и 22 см, а также высоты: 30 см, 42 см, 60 см, 68 см и 72 см, что позволяет выбрать идеальный вариант под ваши нужды. Доступные цвета: белый, синий, красный, зеленый, черный и желтый.
Не упустите возможность добавить надежность и стиль к вашему судну с кранцем ""Korf"" от ""Majoni""!
Диаметр:
9 см.
Высота:
30 см.
Цвет:
синий.
Производитель:
«Majoni», Голландия.

Характеристики:
НАЗНАЧЕНИЕ: Кранец
ПРОИЗВОДИТЕЛЬ: Majoni
ВЫСОТА (ДЛИНА), СМ: 30
ДИАМЕТР/СМ: 9
ЦВЕТ: Синий";1734;1283;9;RUB;0;7326909807;2;30;9;9;mm;kg;images/312_712/001.jpg;C:\Users\User\Desktop\общая прога для парсинга\ozon_demo_git_ready\images\312_712\001.jpg;6f6d345d486db738ca8eff005b132a92624af59f4fa6e77b173f15c62295b642;e7a7a7a7a7a7a7e7;https://moreman.ru/product/kranets_korf_1_9kh30_sm_siniy-sku-110672/;MAJONI
321/721;10005515;Кранец «Korf 2» 12х42 см., белый.;Кранец «Korf 2» 12х42 см., белый.;Majoni;Спорт и отдых / Лодки и лодочные моторы;17029003;970827605;Стоянка и швартовка;Кранцы и буи;не метражный;"Кранец ""Korf 2"" 12х42 см., белый с двумя рымами.
Защитите свой катер или яхту с помощью надувных кранцев ""Korf"" от голландского производителя ""Majoni"". Этот высококачественные кранцы, идеально подходят для предотвращения повреждений при швартовке и обеспечат надежную защиту вашего судна.
Основные характеристики:
- Размеры: диаметр 12 см, высота 42 см — оптимальный размер для использования в различных условиях.
- Материал: пластиковый надувной корпус обеспечивает прочность и долговечность, что позволяет использовать кранец на море, реке или в порту.
- Рым: два надежных рымa для удобного крепления и легкой установки.
- Цвет: яркий белый цвет, который отлично виден издалека.
В линейке ""Korf"" представлены различные размеры и цвета, включая диаметры: 9 см, 12 см, 15 см, 19 см и 22 см, а также высоты: 30 см, 42 см, 60 см, 68 см и 72 см, что позволяет выбрать идеальный вариант под ваши нужды. Доступные цвета: белый, синий, красный, зеленый, черный и желтый.
Не упустите возможность добавить надежность и стиль к вашему судну с кранцем ""Korf"" от ""Majoni""!
Диаметр:
12 см.
Высота:
42 см.
Цвет:
белый.
Производитель:
«Majoni», Голландия.

Характеристики:
НАЗНАЧЕНИЕ: Кранец
ПРОИЗВОДИТЕЛЬ: Majoni
ВЫСОТА (ДЛИНА), СМ: 42
ДИАМЕТР/СМ: 12
ЦВЕТ: Белый";2259;1671;6;RUB;0;7326909807;2;42;12;12;mm;kg;images/321_721/001.jpg;C:\Users\User\Desktop\общая прога для парсинга\ozon_demo_git_ready\images\321_721\001.jpg;ed6f54eaa2b46e3537af257e03cb1dbbe22cb838cffae5028225c75084823cfa;ff270707070727e7;https://moreman.ru/product/kranets_korf_2_12kh42_sm_belyy-sku-109767/;MAJONI
341/741;10238040;Кранец «Korf 4» 19х68 см., белый.;Кранец «Korf 4» 19х68 см., белый.;Majoni;Спорт и отдых / Лодки и лодочные моторы;17029003;970827605;Стоянка и швартовка;Кранцы и буи;не метражный;"Кранец ""Korf  4"" 19х68 см., белый с двумя рымами.
Защитите свой катер или яхту с помощью надувных кранцев ""Korf"" от голландского производителя ""Majoni"". Этот высококачественные кранцы, идеально подходят для предотвращения повреждений при швартовке и обеспечат надежную защиту вашего судна.
Основные характеристики:
- Размеры: диаметр 19 см, высота 68 см — оптимальный размер для использования в различных условиях.
- Материал: пластиковый надувной корпус обеспечивает прочность и долговечность, что позволяет использовать кранец на море, реке или в порту.
- Рым: два надежных рымa для удобного крепления и легкой установки.
- Цвет: яркий белый цвет, который отлично виден издалека.
В линейке ""Korf"" представлены различные размеры и цвета, включая диаметры: 9 см, 12 см, 15 см, 19 см и 22 см, а также высоты: 30 см, 42 см, 60 см, 68 см и 72 см, что позволяет выбрать идеальный вариант под ваши нужды. Доступные цвета: белый, синий, красный, зеленый, черный и желтый.
Не упустите возможность добавить надежность и стиль к вашему судну с кранцем ""Korf"" от ""Majoni""!
Диаметр:
19 см.
Высота:
68 см.
Цвет:
белый.
Производитель:
«Majoni», Голландия.

Характеристики:
НАЗНАЧЕНИЕ: Кранец
ПРОИЗВОДИТЕЛЬ: Majoni
ВЫСОТА (ДЛИНА), СМ: 68
ДИАМЕТР/СМ: 19
ЦВЕТ: Белый";4702;3479;4;RUB;0;7326909807;2;68;19;19;mm;kg;images/341_741/001.jpg;C:\Users\User\Desktop\общая прога для парсинга\ozon_demo_git_ready\images\341_741\001.jpg;36a19b8864263f83fa0d791326761b7aa6818448f60372f9eec7f05e2ce2208e;ff272727070727f7;https://moreman.ru/product/kranets_korf_4_19kh68_sm_belyy-sku-109447/;MAJONI
351/751;10238041;Кранец «Korf 5» 22х72 см., белый;Кранец «Korf 5» 22х72 см., белый;Majoni;Спорт и отдых / Лодки и лодочные моторы;17029003;970827605;Стоянка и швартовка;Кранцы и буи;не метражный;"Кранец ""Korf 5"" 22х72 см., белый с двумя рымами.
Защитите свой катер или яхту с помощью надувных кранцев ""Korf"" от голландского производителя ""Majoni"". Этот высококачественные кранцы, идеально подходят для предотвращения повреждений при швартовке и обеспечат надежную защиту вашего судна.
Основные характеристики:
- Размеры: диаметр 22 см, высота 72 см — оптимальный размер для использования в различных условиях.
- Материал: пластиковый надувной корпус обеспечивает прочность и долговечность, что позволяет использовать кранец на море, реке или в порту.
- Рым: два надежных рымa для удобного крепления и легкой установки.
- Цвет: яркий белый цвет, который отлично виден издалека.
В линейке ""Korf"" представлены различные размеры и цвета, включая диаметры: 9 см, 12 см, 15 см, 19 см и 22 см, а также высоты: 30 см, 42 см, 60 см, 68 см и 72 см, что позволяет выбрать идеальный вариант под ваши нужды. Доступные цвета: белый, синий, красный, зеленый, черный и желтый.
Не упустите возможность добавить надежность и стиль к вашему судну с кранцем ""Korf"" от ""Majoni""!
Диаметр:
22 см.
Высота:
72 см.
Цвет:
белый.
Производитель:
«Majoni», Голландия.

Характеристики:
НАЗНАЧЕНИЕ: Кранец
ПРОИЗВОДИТЕЛЬ: Majoni
ВЫСОТА (ДЛИНА), СМ: 72
ДИАМЕТР/СМ: 22
ЦВЕТ: Белый";6049;4476;2;RUB;0;7326909807;2;72;22;22;mm;kg;images/351_751/001.jpg;C:\Users\User\Desktop\общая прога для парсинга\ozon_demo_git_ready\images\351_751\001.jpg;83172a69f8a7c865fcba2d849f44e9a6e5480c4d8b4612def5578fa5afa18ef7;ff372723232327f7;https://moreman.ru/product/kranets_korf_5_22kh72_sm_belyy-sku-109832/;MAJONI
207;10005507;Кранец «Star 1» 12х45см;Кранец «Star 1» 12х45см;Majoni;Спорт и отдых / Лодки и лодочные моторы;17029003;970827605;Стоянка и швартовка;Кранцы и буи;не метражный;"Кранец ""Star"" 12х45см
Надувной кранец из ПВХ белого цвета с двумя черными рымами — это надежное решение для безопасной швартовки и защиты вашего судна.
Характеристики:
- Тип: Надувной кранец
- Размеры: 12 см (диаметр) x 45 см (высота)
- Цвет: Белый с черными рымами
- Количество рымов: 2
- Материал: ПВХ
Применение:
- Швартовка: Кранец защищает судно от повреждений при швартовке и стоянке.
- Удобство: Два рымы обеспечивают надежное крепление и легкость в использовании.
- Безопасность: Яркий белый цвет с черными акцентами обеспечивает хорошую видимость на воде.
Установка и использование:
- Монтаж: Легко устанавливается на нужное место, что позволяет быстро подготовить судно к швартовке.
- Надувание: Важно правильно надувать кранец для достижения необходимой жесткости и устойчивости. Нипели в кранцах не предназначены для использования с ними игл.
- Хранение: Рекомендуется сдувать кранец и хранить его в сухом месте для продления срока службы.
Диаметр:
12 см.
Высота:
45 см.
Производитель:
«Majoni», Голландия.

Характеристики:
НАЗНАЧЕНИЕ: Кранец
ПРОИЗВОДИТЕЛЬ: Majoni
ВЫСОТА (ДЛИНА), СМ: 45
ДИАМЕТР/СМ: 12
ЦВЕТ: Белый";2396;1773;1;RUB;0;7326909807;2;45;12;12;mm;kg;images/207/001.jpg;C:\Users\User\Desktop\общая прога для парсинга\ozon_demo_git_ready\images\207\001.jpg;48354536e954c178beadbde439a786b33c640f0da257662ae199ae6b7ad00020;e78f8f0f8f8f87e7;https://moreman.ru/product/kranets_star_12kh45sm-sku-115396/;MAJONI
227;10014188;Кранец «Star 2a» 18х60см;Кранец «Star 2a» 18х60см;Majoni;Спорт и отдых / Лодки и лодочные моторы;17029003;970827605;Стоянка и швартовка;Кранцы и буи;не метражный;"Кранец ""Star"" 18х60см
Надувной кранец из ПВХ белого цвета с двумя черными рымами — это надежное решение для безопасной швартовки и защиты вашего судна.
Характеристики:
- Тип: Надувной кранец
- Размеры: 18 см (диаметр) x 60 см (высота)
- Цвет: Белый с черными рымами
- Количество рымов: 2
- Материал: ПВХ
Применение:
- Швартовка: Кранец защищает судно от повреждений при швартовке и стоянке.
- Удобство: Два рымы обеспечивают надежное крепление и легкость в использовании.
- Безопасность: Яркий белый цвет с черными акцентами обеспечивает хорошую видимость на воде.
Установка и использование:
- Монтаж: Легко устанавливается на нужное место, что позволяет быстро подготовить судно к швартовке.
- Надувание: Важно правильно надувать кранец для достижения необходимой жесткости и устойчивости. Нипели в кранцах не предназначены для использования с ними игл.
- Хранение: Рекомендуется сдувать кранец и хранить его в сухом месте для продления срока службы.
Диаметр:
18 см.
Высота:
60 см.
Производитель:
«Majoni», Голландия.

Характеристики:
НАЗНАЧЕНИЕ: Кранец
ПРОИЗВОДИТЕЛЬ: Majoni
ВЫСОТА (ДЛИНА), СМ: 60
ДИАМЕТР/СМ: 18
ЦВЕТ: Белый";4130;3056;12;RUB;0;7326909807;2;60;18;18;mm;kg;images/227/001.jpg;C:\Users\User\Desktop\общая прога для парсинга\ozon_demo_git_ready\images\227\001.jpg;d52d91b028d35662cdf4e1c998047ff1b4608d17a78e0c43c41a62ca26ddf5cf;e78f8f0f8f0f87e7;https://moreman.ru/product/kranets_star_18kh60sm-sku-110102/;MAJONI
008-030255;10014884;Панель выключателей, 3 шт, клавиши, 6 плавких пред;Панель выключателей, 3 клавиши, 6 предохранителей;TMC;Спорт и отдых / Лодки и лодочные моторы;17029003;94373;Электрооборудование;Выключатели и панели;не метражный;"Панель выключателей, 3 клавиши, 6 предохранителей
Панель из черного пластика (толщина 25 мм за счет фланца) с двумя крепежными отверстиями.
Напряжение питания:
12 В.
Номинальный ток:
до 10А на предохранитель.
Размеры:
75 х 140 мм.
Производитель:
«TMC», Тайвань.

Характеристики:
НАПРЯЖЕНИЕ: 12
КОЛИЧЕСТВО КЛАВИШ: 3
КОЛИЧЕСТВО ПРЕДОХРАНИТЕЛЕЙ: 6
ТИП: Панель выключателей";3926;2905;3;RUB;0;8536508008;0.25;60;100;140;mm;kg;images/008-030255/001.jpg;C:\Users\User\Desktop\общая прога для парсинга\ozon_demo_git_ready\images\008-030255\001.jpg;66f3ea98a72b0cb7d75f30882bfcb4b32b8ccc0cef4895ff338bac38018c5d54;c3c3c3c3c3c3c3c3;https://moreman.ru/product/panel_vyklyuchateley_3_klavishi_6_predokhraniteley-sku-116659/;TMC
008-03522-прекращен;10235917;панель, 6 клавиш, 6 предохранителей, белая;панель, 6 клавиш, 6 предохранителей, белая;TMC;Спорт и отдых / Лодки и лодочные моторы;17029003;94373;Электрооборудование;Выключатели и панели;не метражный;"Панель выключателей с предохранителями, 6 клавиш, белая
Алюминиевая панель с шестью крепежными отверстиями по периметру.
Шесть плавких предохранителей.
Шесть клавишных выключателей с подсветкой и табличками:
«anchor light» (стояночный огонь),
«running light» (ходовые огни),
«cabin light» (освещение рубки),
«bilge pump» (трюмная помпа),
«aux 1» (вспомогательный 1),
«aux 2» (вспомогательный 2).
Напряжение питания:
12 В.
Цвет:
серебристый (панель) и красный (клавиши).
Размеры:
165 х 115 мм.
Производитель:
«TMC», Тайвань.

Характеристики:
НАПРЯЖЕНИЕ: 12
КОЛИЧЕСТВО КЛАВИШ: 6
КОЛИЧЕСТВО ПРЕДОХРАНИТЕЛЕЙ: 6
ТИП: Панель выключателей";6702;4959;2;RUB;0;8536508008;0.25;60;100;140;mm;kg;images/008-03522-прекращен/001.jpg;C:\Users\User\Desktop\общая прога для парсинга\ozon_demo_git_ready\images\008-03522-прекращен\001.jpg;9ceb587525e66c9d50ce786641ad94f2e14f37452ce9cb006bcab47bbb47e5a0;ffc7c7c7c7c7c3c3;https://moreman.ru/product/panel_vyklyuchateley_s_predokhranitelyami_6_klavish_belaya-sku-112740/;TMC
008-01133;10014925;Вентилятор ракушка 132мм х 117мм х 53мм х 11мм;Вентиляционная головка «Ракушка», 132х117х53 мм.;TMC;Спорт и отдых / Лодки и лодочные моторы;17029003;970827605;Палубное и трюмное оборудование;Системы контроля климата;не метражный;"Вентиляционная головка «Ракушка»
Эта модель имеет компактные размеры 132х117х53 мм, что позволяет легко интегрировать её в различные системы вентиляции. Уникальный дизайн в форме ракушки не только эстетически привлекателен, но и способствует оптимальному воздухообмену, предотвращая накопление влаги и неприятных запахов.
Вентиляционная головка «Ракушка» — это надежное и эффективное решение для организации вентиляции в помещениях. Изготовленная из высококачественного материала с толщиной 1,3 мм, она обеспечивает долговечность и устойчивость к внешним воздействиям.
Размеры:
132х117х53 мм
Толщина:
1,3 мм
Производитель:
«ТМС», Тайвань

Характеристики:
ПРОИЗВОДИТЕЛЬ: TMC
ЦВЕТ КОРПУСА: Нержавеющая сталь
ТИП: Дефлектор";2687;1988;3;RUB;0;7326909807;9.5;53;117;132;mm;kg;images/008-01133/001.jpg;C:\Users\User\Desktop\общая прога для парсинга\ozon_demo_git_ready\images\008-01133\001.jpg;f9da3664129f456fc081038f3966984906437035b1fb6978e481846efad2817d;ef83800087c7e7ff;https://moreman.ru/product/ventilyatsionnaya_golovka_rakushka_132kh117kh53_mm-sku-112014/;TMC
502-7200010;10235915;Вентиляционная головка с задрайкой, пластик;Вентиляционная головка с задрайкой, пластик;TMC;Спорт и отдых / Лодки и лодочные моторы;17029003;970827605;Палубное и трюмное оборудование;Системы контроля климата;не метражный;"Дефлекторная головка с задрайкой.
С кожухом из белого пластика.
Имеет «ловушку» для воды со сливом ее наружу.
Диаметр наименьшего проходного сечения:
100 мм.
Размеры:
200х120 мм.
Производитель:
«ТМС», Тайвань.

Характеристики:
ПРОИЗВОДИТЕЛЬ: TMC
ЦВЕТ КОРПУСА: Белый
ДИАМЕТР, ММ: 100
ТИП: Дефлектор";2379;1760;1;RUB;0;7326909807;9.5;40;114.5;205;mm;kg;images/502-7200010/001.jpg;C:\Users\User\Desktop\общая прога для парсинга\ozon_demo_git_ready\images\502-7200010\001.jpg;331f9d959e4457d60d0bcdca7588d90810c2e739156b4b7f9913a0a8cd004562;ffc3c1c1e0f1e1ff;https://moreman.ru/product/deflektornaya_golovka_gribovidnaya_plastikovyy_kozhukh-sku-116403/;TMC
008-011293;10240162;Вентиляционная решетка, 325x76x27мм.;Вентиляционная решетка, 325x76x27мм.;TMC;Спорт и отдых / Лодки и лодочные моторы;17029003;970827605;Палубное и трюмное оборудование;Системы контроля климата;не метражный;"Вентиляционная решетка из нержавеющей стали.
Размеры:
325x76x27 мм.
Производитель:
«ТМС», Тайвань.

Характеристики:
ПРОИЗВОДИТЕЛЬ: TMC
ЦВЕТ КОРПУСА: Нержавеющая сталь
ТИП: Дефлектор";2645;1957;3;RUB;0;7326909807;9.5;27;76;325;mm;kg;images/008-011293/001.jpg;C:\Users\User\Desktop\общая прога для парсинга\ozon_demo_git_ready\images\008-011293\001.jpg;2b292a2603a03cd18485b46488a145a9269351d7265152dcb76d0271a48986a3;bf1f8fc7e3f1f9fd;https://moreman.ru/product/ventilyatsionnaya_reshetka_325x76x27mm-sku-123705/;TMC
20.287.80;10005464;Вентиляционная головка топливного бака прямая;Вентиляционная головка топливного бака прямая;Osculati;Спорт и отдых / Лодки и лодочные моторы;17029003;971053073;Моторы и запчасти;Топливная система;не метражный;"Снабжена пламяпрерывающей сеткой.
В комплекте:
прокладка, шайба, гайка.
Материал:
нержавеющая сталь.
Диаметр патрубка под шланг:
14 мм.
Производитель:
«Homer», Тайвань.

Характеристики:
ТИП: Вентиляционная головка";3246;2402;3;RUB;0;8302419000;44;230;230;230;mm;kg;images/20.287.80/001.jpg;C:\Users\User\Desktop\общая прога для парсинга\ozon_demo_git_ready\images\20.287.80\001.jpg;29539134c179591e75bb907c59a080f81488530bb1a7a6a842c5a71dba676756;c3c3c3c3e7e7e7e7;https://moreman.ru/product/ventilyatsionnaya_golovka_toplivnogo_baka_pryamaya-sku-110398/;OSCULATI
B08 Трюмн. помпа 1;10264208;Клавиша Трюмн. помпа 1;Клавиша Трюмн. помпа 1;Sunfine;Спорт и отдых / Лодки и лодочные моторы;17029003;94373;Электрооборудование;Выключатели и панели;не метражный;"Клавиша ""Трюмная помпа 1""
Произведены по специальному заказу компании «Мореман».
Габариты (ДхШ):
49х29 мм
Страна-производитель:
Китай.

Характеристики:
ТИП: Клавиша выключателя";173;128;1;RUB;0;8536508008;0.25;60;100;140;mm;kg;images/B08 Трюмн. помпа 1/001.jpg;C:\Users\User\Desktop\общая прога для парсинга\ozon_demo_git_ready\images\B08 Трюмн. помпа 1\001.jpg;ec9fbfb27d2eb528fd334aa4534fc1933d78f92f61031e34832ffea59b8b51d8;c7838bc1c1c1c1ff;https://moreman.ru/product/klavisha_quot_tryumnaya_pompa_1_quot-sku-110410/;Sunfine
SFCBS-275-201;10252607;Выключатель массы;Выключатель массы;Seaflo;Строительство и ремонт / Электроустановочные изделия / Выключатель;17028654;94802;Электрооборудование;Выключатели и панели;не метражный;"Выключатель массы в пластиковом корпусе, имеет съемный
пластиковый ключ. Может использоваться для аварийного обесточивания бортовой
сети. Съемные панели с 4-х сторон для доступа к кабелям, задняя крышка с
изоляцией, обеспечивающая защиту задних клемм от короткого замыкания.
Долговечный АБС-пластик с защитой от УФ. Можно подключать как плюсовой, так и
минусовой провод.
Максимально допустимое напряжение
: 50 В.
Ток при длительной нагрузке
: 275 А.
Ток кратковременной нагрузки
: 1250 А.
Страна-производитель
: Китай.

Характеристики:
НАПРЯЖЕНИЕ: 12; 24;
ВЛАГОЗАЩИТА: Да
ТИП: Выключатель массы";2299;1701;1;RUB;0;8536508008;0.25;60;100;140;mm;kg;images/SFCBS-275-201/001.jpg;C:\Users\User\Desktop\общая прога для парсинга\ozon_demo_git_ready\images\SFCBS-275-201\001.jpg;1ae8a10a6cd718dba4164e3d72eca17f9c3381a4e5f807c4a109bf72e0191ea5;c7c7e7e7e7c3c3ff;https://moreman.ru/product/vyklyuchatel_massy-sku-124050/;SEA FLO
10245587;10245587;Дозатор Масло/Бензин Mixmetrix;Дозатор Масло/Бензин Mixmetrix;Нет бренда;Спорт и отдых / Лодки и лодочные моторы;17029003;970628337;Моторы и запчасти;ГСМ;не метражный;"Универсальный дозатор, позволяющий легко и быстро отмерить количество масла, необходимое для приготовления топливной смеси. Позволяет приготовить заданное количество топливной смеси (от 1 до 20 литров) с различным содержанием масла (1:16, 1:20, 1:30, 1:50 и др.).
Страна-производитель
: Россия.

Характеристики:
ТИП: Дозатор
ОБЛАСТЬ ПРИМЕНЕНИЯ: Отмеривание масла";1072;793;2;RUB;0;8302419000;1;280;120;220;mm;kg;images/10245587/001.jpg;C:\Users\User\Desktop\общая прога для парсинга\ozon_demo_git_ready\images\10245587\001.jpg;4226c778563d18f215ebe307abf90bfbecf35f6095ea5f1b9674950de59331fb;f3c1c8e1e1c1c1e3;https://moreman.ru/product/dozator_maslo_benzin_mixmetrix-sku-121546/;ДОЗАТОРЫ
10107B/12;10254882;Носик для бутылки с маслом;Носик для бутылки с маслом;Mr. Funnel;Спорт и отдых / Лодки и лодочные моторы;17029003;970628337;Моторы и запчасти;ГСМ;не метражный;"Пластиковая насадка с носиком, облегчающим заливку масла и клапаном, позволяющим регулировать интенсивность истечения масла. Совместима с большинством 1-литровых (32 унции) бутылок масла.
Производитель
: «Mr. Funnel», США

Характеристики:
ТИП: Воронка
ОБЛАСТЬ ПРИМЕНЕНИЯ: Закачка масла";572;423;5;RUB;0;8302419000;1;280;120;220;mm;kg;images/10107B_12/001.jpg;C:\Users\User\Desktop\общая прога для парсинга\ozon_demo_git_ready\images\10107B_12\001.jpg;336dda1343c4d165291600b56c12e873f696c429b23a36461fc5e0b1b6ef2c9c;dfd8c9cbd88dbf37;https://moreman.ru/product/doziruyushchaya_nasadka_dlya_butylki_s_maslom-sku-120175/;Mr. Funnel
CS0004;10261842;Запасной регулировочный винт;Запасной регулировочный винт;Easterner;Спорт и отдых / Лодки и лодочные моторы;17029003;971053073;Моторы и запчасти;Запчасти и ремонт;не метражный;"Кронштейн для крепления элементов каркаса тента. Снабжен регулировочным винтом.
Страна-производитель:
Тайвань.

Характеристики:
МАТЕРИАЛ: ПЛАСТИК
ТИП: Винт";80;59;2;RUB;0;8302419000;0.7;90;140;180;mm;kg;images/CS0004/001.jpg;C:\Users\User\Desktop\общая прога для парсинга\ozon_demo_git_ready\images\CS0004\001.jpg;a457a8a715f516d257d740361edd18c25d4489af826aeff25838b9ad1e5b063b;fffbf1e1e0d1bfff;https://moreman.ru/product/zapasnoy_regulirovochnyy_vint-sku-121130/;EASTERNER (Leisure world)
73203;10263435;Ручка лодки мягкая;Ручка лодки мягкая;ПРЕМЬЕР;Спорт и отдых / Лодки и лодочные моторы;17029003;94373;Лодки;ПВХ лодки;не метражный;"Ручка для переноски мягкая.
Размер основания:
260х90 мм
Ширина ремешка:
30 мм
Страна-производитель:
Россия.";537;397;3;RUB;0;8302419000;1.5;140;180;180;mm;kg;images/73203/001.jpg;C:\Users\User\Desktop\общая прога для парсинга\ozon_demo_git_ready\images\73203\001.jpg;16f9ebadca4a90607d0bf153b002cb67f8845ce6233c4a4448f67061367ff10a;ffffe7000081ffff;https://moreman.ru/product/ruchka_lodki_myagkaya-sku-111536/;ПРЕМЬЕР
37.340.04;10260627;Декоративный колпачек для крепежа, 3.5/4.2 мм, светло-серый;Декоративный колпачек для крепежа, 3.5/4.2 мм, светло-серый;Osculati;Спорт и отдых / Лодки и лодочные моторы;17029003;94364;Ремонт и обслуживание;Нержавеющий крепеж;не метражный;"Декоративные  пластиковые  кнопки  для  декорирования головок винтов и саморезов. Для крепежа диаметром 3,5-6,0 мм.
Цвет:
белый, светло-серый, черный, коричневый (натуральный тик).

Характеристики:
ТИП: Декоративная кнопка";15;11;49;RUB;0;7318158900;0.7;90;140;180;mm;kg;images/37.340.04/001.jpg;C:\Users\User\Desktop\общая прога для парсинга\ozon_demo_git_ready\images\37.340.04\001.jpg;8fda9d5119ea10ab1a0500cb315cb37b3099de2f1ddbcdd01336ea5da5d1c468;ffff8701058bffff;https://moreman.ru/product/dekorativnaya_knopka_svetlo_seraya_3_5_4_2_mm-sku-120920/;OSCULATI
SH2500-прекращен;10252300;Колено против вспенивания;Колено против вспенивания;CAN-SB;Спорт и отдых / Лодки и лодочные моторы;17029003;971053073;Моторы и запчасти;Моторы и запчасти;не метражный;"Пластиковое колено, предотвращающее выплескивание топливной пены на палубу. Подключается непосредственно к палубной горловине. Превращает пену в жидкость и возвращает ее обратно в бак. Может быть подключено к горловинам под шланг 38 и 50 мм.
Производитель
: «CanSB», Италия.

Характеристики:
ТИП: Колено противопенное";11488;8501;1;RUB;0;8302419000;0.7;90;140;180;mm;kg;images/SH2500-прекращен/001.jpg;C:\Users\User\Desktop\общая прога для парсинга\ozon_demo_git_ready\images\SH2500-прекращен\001.jpg;e9427938825910b4decc87ce3fe80e9359944e103e8b22183b513daf35760514;ff078383838380c2;https://moreman.ru/product/koleno_protivopennoe-sku-122049/;CAN SB
